name,base,response,value,content
GLJrnDtlAttches,Erp.BO.JournalTrackerDetailSvc/GLJrnDtlAttches,200,No,
GLJournalTrackers,Erp.BO.JournalTrackerDetailSvc/GLJournalTrackers,Request failed with status code 500,,
GLJrnDtlMnlDEASches,Erp.BO.JournalTrackerDetailSvc/GLJrnDtlMnlDEASches,Request failed with status code 500,,
TranGLCs,Erp.BO.JournalTrackerDetailSvc/TranGLCs,Request failed with status code 500,,
List,Erp.BO.JournalTrackerDetailSvc/List,200,Yes,"{""Company"":""157803"",""FiscalYear"":2020,""JournalNum"":1,""JournalLine"":1,""Description"":""Balance Conversion"",""JEDate"":""2020-01-01T00:00:00-06:00"",""GroupID"":""Beg Bal"",""PostedDate"":""2021-05-09T14:35:02.61-05:00"",""JournalCode"":""GJ"",""TotCredit"":0,""TotDebit"":0,""Reverse"":false,""BookID"":""MAIN"",""LegalNumber"":"""",""FiscalYearSuffix"":"""",""ABTUID"":""951cda31-e8d7-4542-9725-bcca546fd6df"",""BookDebitAmount"":180.95,""BookCreditAmount"":0,""HasReverseLine"":false,""SysRowID"":""4bb14229-d2b3-4bcd-aeee-49ad0368a7c3"",""Sequence"":0,""BookCurrencyCode"":"""",""RowMod"":""""}"
JPAPPerBillStmts,Erp.BO.JPAPPerBillStmtSvc/JPAPPerBillStmts,Request failed with status code 400,,
JPAPPerBillStmtHeads,Erp.BO.JPAPPerBillStmtSvc/JPAPPerBillStmtHeads,Request failed with status code 400,,
JPAPPerBillStmtDtls,Erp.BO.JPAPPerBillStmtSvc/JPAPPerBillStmtDtls,Request failed with status code 400,,
JPAPPerBillStmtPays,Erp.BO.JPAPPerBillStmtSvc/JPAPPerBillStmtPays,Request failed with status code 400,,
List,Erp.BO.JPAPPerBillStmtSvc/List,Request failed with status code 400,,
JPAPPerBills,Erp.BO.JPAPPerBillSvc/JPAPPerBills,Request failed with status code 400,,
JPAPPerBillDtls,Erp.BO.JPAPPerBillSvc/JPAPPerBillDtls,Request failed with status code 400,,
List,Erp.BO.JPAPPerBillSvc/List,Request failed with status code 400,,
JPPerBillStmts,Erp.BO.JPPerBillStmtSvc/JPPerBillStmts,Request failed with status code 400,,
PerBillStmtHeads,Erp.BO.JPPerBillStmtSvc/PerBillStmtHeads,Request failed with status code 400,,
PerBillStmtDtls,Erp.BO.JPPerBillStmtSvc/PerBillStmtDtls,Request failed with status code 500,,
PerBillStmtPays,Erp.BO.JPPerBillStmtSvc/PerBillStmtPays,Request failed with status code 400,,
List,Erp.BO.JPPerBillStmtSvc/List,Request failed with status code 400,,
JPPerBills,Erp.BO.JPPerBillSvc/JPPerBills,Request failed with status code 400,,
PerBillDtls,Erp.BO.JPPerBillSvc/PerBillDtls,Request failed with status code 400,,
List,Erp.BO.JPPerBillSvc/List,Request failed with status code 400,,
JrnlCodes,Erp.BO.JrnlCodeSvc/JrnlCodes,200,Yes,"{""Company"":""157803"",""JournalCode"":""AJ"",""JrnlDescription"":""Adjustments Journal"",""SystemJournal"":true,""SysRevID"":73966486,""SysRowID"":""8f087579-ee45-4aca-990c-703a1baaddfa"",""MXPolicy"":"""",""AllowStatJournals"":false,""PETransferAndCancel"":false,""CNKeeper"":"""",""CNMaker"":"""",""CNCashier"":"""",""CNChecker"":"""",""JournalType"":"""",""OkChgAllowStatJrnl"":true,""OkCngSysJrnl"":false,""BitFlag"":0,""CNCashierUserFileName"":"""",""CNCheckerUserFileName"":"""",""CNKeeperUserFileName"":"""",""CNMakerUserFileName"":"""",""RowMod"":""""}"
List,Erp.BO.JrnlCodeSvc/List,200,Yes,"{""Company"":""157803"",""JournalCode"":""AJ"",""JrnlDescription"":""Adjustments Journal"",""SystemJournal"":true,""SysRevID"":73966486,""SysRowID"":""8f087579-ee45-4aca-990c-703a1baaddfa"",""OkCngSysJrnl"":false,""RowMod"":""""}"
KanbanPartSearches,Erp.BO.KanbanPartSearchSvc/KanbanPartSearches,200,Yes,"{""Company"":""157803"",""PartNum"":""12255-002"",""SearchWord"":""M, Scree"",""PartDescription"":""M, Screen Protector, NOVA II"",""ClassID"":""SVPT"",""TypeCode"":""P"",""NonStock"":false,""ProdCode"":""SRVPRTS"",""InActive"":false,""Method"":false,""TrackLots"":false,""TrackDimension"":false,""TrackSerialNum"":false,""PhantomBOM"":false,""OnHold"":false,""SysRowID"":""cbb486cc-d93c-41ac-a23d-f39b50000ea6"",""InvalidReason"":""An approved revision is required."",""BitFlag"":0,""RowMod"":""""}"
List,Erp.BO.KanbanPartSearchSvc/List,200,Yes,"{""Company"":""157803"",""PartNum"":""12255-002"",""SearchWord"":""M, Scree"",""PartDescription"":""M, Screen Protector, NOVA II"",""ClassID"":""SVPT"",""TypeCode"":""P"",""NonStock"":false,""ProdCode"":""SRVPRTS"",""InActive"":false,""Method"":false,""TrackLots"":false,""TrackDimension"":false,""TrackSerialNum"":false,""PhantomBOM"":false,""OnHold"":false,""SysRowID"":""cbb486cc-d93c-41ac-a23d-f39b50000ea6"",""InvalidReason"":""An approved revision is required."",""RowMod"":""""}"
KanBanTypes,Erp.BO.KanBanTypeSvc/KanBanTypes,200,No,
List,Erp.BO.KanBanTypeSvc/List,200,No,
LabExpCds,Erp.BO.LabExpCdSvc/LabExpCds,200,Yes,"{""Company"":""157803"",""ExpenseCode"":""IND"",""Description"":""Indirect Expense"",""GLPostCosts"":false,""LaborRateSource"":0,""LaborRate"":0,""SysRevID"":96676791,""SysRowID"":""e1bcd0c4-d929-43bb-a68e-62c6fd3593b8"",""BitFlag"":0,""RowMod"":""""}"
EntityGLCs,Erp.BO.LabExpCdSvc/EntityGLCs,200,No,
List,Erp.BO.LabExpCdSvc/List,200,Yes,"{""Company"":""157803"",""ExpenseCode"":""IND"",""Description"":""Indirect Expense"",""GLPostCosts"":false,""LaborRateSource"":0,""LaborRate"":0,""SysRevID"":96676791,""SysRowID"":""e1bcd0c4-d929-43bb-a68e-62c6fd3593b8"",""BitFlag"":0,""RowMod"":""""}"
LaborApprovals,Erp.BO.LaborApprovalSvc/LaborApprovals,200,No,
LaborDtlComments,Erp.BO.LaborApprovalSvc/LaborDtlComments,200,No,
List,Erp.BO.LaborApprovalSvc/List,200,No,
LaborDtlGroups,Erp.BO.LaborDtlGroupSvc/LaborDtlGroups,200,No,
LaborDtlGroupAttches,Erp.BO.LaborDtlGroupSvc/LaborDtlGroupAttches,200,No,
List,Erp.BO.LaborDtlGroupSvc/List,200,No,
LaborDtlSearches,Erp.BO.LaborDtlSearchSvc/LaborDtlSearches,200,No,
List,Erp.BO.LaborDtlSearchSvc/List,200,No,
LaborDtls,Erp.BO.LaborDtlSvc/LaborDtls,Request failed with status code 400,,
List,Erp.BO.LaborDtlSvc/List,Request failed with status code 400,,
Labors,Erp.BO.LaborSvc/Labors,200,No,
LaborDtls,Erp.BO.LaborSvc/LaborDtls,200,No,
LaborDtlAttches,Erp.BO.LaborSvc/LaborDtlAttches,200,No,
LaborDtlActions,Erp.BO.LaborSvc/LaborDtlActions,200,No,
LaborDtlComments,Erp.BO.LaborSvc/LaborDtlComments,200,No,
LaborEquips,Erp.BO.LaborSvc/LaborEquips,200,No,
LaborParts,Erp.BO.LaborSvc/LaborParts,200,No,
LbrScrapSerialNumbers,Erp.BO.LaborSvc/LbrScrapSerialNumbers,200,No,
LaborDtlGroups,Erp.BO.LaborSvc/LaborDtlGroups,Request failed with status code 500,,
SelectedSerialNumbers,Erp.BO.LaborSvc/SelectedSerialNumbers,Request failed with status code 500,,
SNFormats,Erp.BO.LaborSvc/SNFormats,Request failed with status code 500,,
TimeWeeklyViews,Erp.BO.LaborSvc/TimeWeeklyViews,Request failed with status code 500,,
TimeWorkHours,Erp.BO.LaborSvc/TimeWorkHours,Request failed with status code 500,,
List,Erp.BO.LaborSvc/List,200,No,
LbrPrjRoles,Erp.BO.LbrPrjRoleSvc/LbrPrjRoles,Request failed with status code 400,,
List,Erp.BO.LbrPrjRoleSvc/List,Request failed with status code 400,,
LegalNumCnfgs,Erp.BO.LegalNumCnfgSvc/LegalNumCnfgs,200,No,
LegalNumDocTypes,Erp.BO.LegalNumCnfgSvc/LegalNumDocTypes,200,No,
LegalNumPrefixes,Erp.BO.LegalNumCnfgSvc/LegalNumPrefixes,200,No,
LegalNumSeqPrefixes,Erp.BO.LegalNumCnfgSvc/LegalNumSeqPrefixes,200,No,
LegalNumSeqs,Erp.BO.LegalNumCnfgSvc/LegalNumSeqs,200,No,
AvailableDocTypes,Erp.BO.LegalNumCnfgSvc/AvailableDocTypes,Request failed with status code 500,,
AvailableLegalNumFormats,Erp.BO.LegalNumCnfgSvc/AvailableLegalNumFormats,Request failed with status code 500,,
List,Erp.BO.LegalNumCnfgSvc/List,200,No,
LegalNumHistories,Erp.BO.LegalNumHistorySvc/LegalNumHistories,200,No,
List,Erp.BO.LegalNumHistorySvc/List,200,No,
LegalNumPrefixes,Erp.BO.LegalNumPrefixSvc/LegalNumPrefixes,200,No,
List,Erp.BO.LegalNumPrefixSvc/List,200,No,
Lifecycles,Erp.BO.LifecycleSvc/Lifecycles,200,No,
List,Erp.BO.LifecycleSvc/List,200,No,
Local001Searchs,Erp.BO.Local001SearchSvc/Local001Searchs,200,Yes,"{""Company"":""157803"",""LocalName"":""CheckNumSequence"",""Key1"":""CASH"",""Key2"":"""",""Key3"":"""",""Key4"":"""",""Key5"":"""",""Description"":"""",""Comments"":"""",""Character01"":"""",""Character02"":"""",""Character03"":"""",""Character04"":"""",""Character05"":"""",""Character06"":"""",""Character07"":"""",""Character08"":"""",""Character09"":"""",""Character10"":"""",""Number01"":0,""Number02"":0,""Number03"":0,""Number04"":0,""Number05"":0,""Number06"":0,""Number07"":0,""Number08"":0,""Number09"":0,""Number10"":0,""Date01"":null,""Date02"":null,""Date03"":null,""Date04"":null,""Date05"":null,""CheckBox01"":false,""CheckBox02"":false,""CheckBox03"":false,""CheckBox04"":false,""CheckBox05"":false,""Number11"":0,""Number12"":0,""Number13"":0,""Number14"":0,""Number15"":0,""Number16"":0,""Number17"":0,""Number18"":0,""Number19"":0,""Number20"":0,""Date06"":null,""Date07"":null,""Date08"":null,""Date09"":null,""Date10"":null,""Date11"":null,""Date12"":null,""Date13"":null,""Date14"":null,""Date15"":null,""Date16"":null,""Date17"":null,""Date18"":null,""Date19"":null,""Date20"":null,""CheckBox06"":false,""CheckBox07"":false,""CheckBox08"":false,""CheckBox09"":false,""CheckBox10"":false,""CheckBox11"":false,""CheckBox12"":false,""CheckBox13"":false,""CheckBox14"":false,""CheckBox15"":false,""CheckBox16"":false,""CheckBox17"":false,""CheckBox18"":false,""CheckBox19"":false,""CheckBox20"":false,""ShortChar01"":"""",""ShortChar02"":"""",""ShortChar03"":"""",""ShortChar04"":"""",""ShortChar05"":"""",""ShortChar06"":"""",""ShortChar07"":"""",""ShortChar08"":"""",""ShortChar09"":"""",""ShortChar10"":"""",""ShortChar11"":"""",""ShortChar12"":"""",""ShortChar13"":"""",""ShortChar14"":"""",""ShortChar15"":"""",""ShortChar16"":"""",""ShortChar17"":"""",""ShortChar18"":"""",""ShortChar19"":"""",""ShortChar20"":"""",""SysRevID"":77409037,""SysRowID"":""16084577-cc0e-4668-a1b6-ead961dcdf25"",""PartNum"":"""",""RevisionNum"":"""",""AltMethod"":"""",""PrimaryCost"":false,""GroupID"":"""",""PartMasterPart"":false,""EnablePreventSugg"":false,""ProcessMode"":"""",""CoPartNum"":"""",""CoRevisionNum"":"""",""LbrCostBase"":0,""MtlCostBase"":0,""PartDescription"":"""",""IUM"":"""",""PreventSugg"":false,""PartsPerOp"":1,""BitFlag"":0,""RowMod"":""""}"
List,Erp.BO.Local001SearchSvc/List,200,Yes,"{""Company"":""157803"",""LocalName"":""CheckNumSequence"",""Key1"":""CASH"",""Key2"":"""",""Key3"":"""",""Key4"":"""",""Key5"":"""",""Description"":"""",""Comments"":"""",""Character01"":"""",""Character02"":"""",""Character03"":"""",""Character04"":"""",""Character05"":"""",""Character06"":"""",""Character07"":"""",""Character08"":"""",""Character09"":"""",""Character10"":"""",""Number01"":0,""Number02"":0,""Number03"":0,""Number04"":0,""Number05"":0,""Number06"":0,""Number07"":0,""Number08"":0,""Number09"":0,""Number10"":0,""Date01"":null,""Date02"":null,""Date03"":null,""Date04"":null,""Date05"":null,""CheckBox01"":false,""CheckBox02"":false,""CheckBox03"":false,""CheckBox04"":false,""CheckBox05"":false,""Number11"":0,""Number12"":0,""Number13"":0,""Number14"":0,""Number15"":0,""Number16"":0,""Number17"":0,""Number18"":0,""Number19"":0,""Number20"":0,""Date06"":null,""Date07"":null,""Date08"":null,""Date09"":null,""Date10"":null,""Date11"":null,""Date12"":null,""Date13"":null,""Date14"":null,""Date15"":null,""Date16"":null,""Date17"":null,""Date18"":null,""Date19"":null,""Date20"":null,""CheckBox06"":false,""CheckBox07"":false,""CheckBox08"":false,""CheckBox09"":false,""CheckBox10"":false,""CheckBox11"":false,""CheckBox12"":false,""CheckBox13"":false,""CheckBox14"":false,""CheckBox15"":false,""CheckBox16"":false,""CheckBox17"":false,""CheckBox18"":false,""CheckBox19"":false,""CheckBox20"":false,""ShortChar01"":"""",""ShortChar02"":"""",""ShortChar03"":"""",""ShortChar04"":"""",""ShortChar05"":"""",""ShortChar06"":"""",""ShortChar07"":"""",""ShortChar08"":"""",""ShortChar09"":"""",""ShortChar10"":"""",""ShortChar11"":"""",""ShortChar12"":"""",""ShortChar13"":"""",""ShortChar14"":"""",""ShortChar15"":"""",""ShortChar16"":"""",""ShortChar17"":"""",""ShortChar18"":"""",""ShortChar19"":"""",""ShortChar20"":"""",""SysRevID"":77409037,""SysRowID"":""16084577-cc0e-4668-a1b6-ead961dcdf25"",""BitFlag"":0,""RowMod"":""""}"
LocationMgmts,Erp.BO.LocationMgmtSvc/LocationMgmts,Request failed with status code 400,,
LocationInventoryAddresses,Erp.BO.LocationMgmtSvc/LocationInventoryAddresses,Request failed with status code 400,,
LocationMtls,Erp.BO.LocationMgmtSvc/LocationMtls,Request failed with status code 400,,
LocationTrans,Erp.BO.LocationMgmtSvc/LocationTrans,Request failed with status code 400,,
LocationWarrantyTrans,Erp.BO.LocationMgmtSvc/LocationWarrantyTrans,Request failed with status code 400,,
List,Erp.BO.LocationMgmtSvc/List,Request failed with status code 400,,
LockboxGroups,Erp.BO.LockboxGroupSvc/LockboxGroups,200,No,
Lockboxes,Erp.BO.LockboxGroupSvc/Lockboxes,200,No,
List,Erp.BO.LockboxGroupSvc/List,200,No,
LockboxLayoutRecordTypes,Erp.BO.LockboxLayoutRecordTypeSvc/LockboxLayoutRecordTypes,200,Yes,"{""Company"":""157803"",""RecordTypeID"":""1"",""Description"":""File Header (Record Type 1)"",""SystemFlag"":true,""CreatedBy"":"""",""CreatedOn"":""2017-02-03T22:19:42.82-06:00"",""ChangedBy"":"""",""ChangedOn"":null,""SysRevID"":103045145,""SysRowID"":""e09fc41c-0ec1-4438-9dde-af2f003bf527"",""OrderInFile"":1,""BitFlag"":0,""RowMod"":""""}"
LockboxLayoutFlds,Erp.BO.LockboxLayoutRecordTypeSvc/LockboxLayoutFlds,200,Yes,"{""Company"":""157803"",""RecordTypeID"":""1"",""FieldID"":""TransmissionDate"",""FieldName"":""Transmission Date"",""SchemaName"":""ERP"",""TableName"":""Lockbox"",""ColumnName"":""TransmissionDate"",""SystemFlag"":true,""CreatedBy"":"""",""CreatedOn"":""2017-02-03T22:19:56.35-06:00"",""ChangedBy"":"""",""ChangedOn"":null,""SysRevID"":103045125,""SysRowID"":""e62fcc73-960e-4eda-8623-af2f003bf526"",""BitFlag"":0,""RowMod"":""""}"
List,Erp.BO.LockboxLayoutRecordTypeSvc/List,200,Yes,"{""Company"":""157803"",""RecordTypeID"":""1"",""Description"":""File Header"",""SystemFlag"":true,""CreatedBy"":"""",""CreatedOn"":""2017-02-03T22:19:42.82-06:00"",""ChangedBy"":"""",""ChangedOn"":null,""SysRevID"":103045145,""SysRowID"":""e09fc41c-0ec1-4438-9dde-af2f003bf527"",""BitFlag"":0,""RowMod"":""""}"
LockboxLayouts,Erp.BO.LockboxLayoutSvc/LockboxLayouts,200,No,
LockboxLayoutDtls,Erp.BO.LockboxLayoutSvc/LockboxLayoutDtls,200,No,
List,Erp.BO.LockboxLayoutSvc/List,200,No,
LogAPInvs,Erp.BO.LogAPInvSvc/LogAPInvs,200,No,
LogAPInvAttches,Erp.BO.LogAPInvSvc/LogAPInvAttches,200,No,
LogAPInvTaxes,Erp.BO.LogAPInvSvc/LogAPInvTaxes,200,No,
EntityGLCs,Erp.BO.LogAPInvSvc/EntityGLCs,200,No,
LegalNumGenOpts,Erp.BO.LogAPInvSvc/LegalNumGenOpts,Request failed with status code 500,,
List,Erp.BO.LogAPInvSvc/List,200,No,
LogInvAprvVoids,Erp.BO.LogInvAprvVoidSvc/LogInvAprvVoids,200,No,
LogAPInvAttches,Erp.BO.LogInvAprvVoidSvc/LogAPInvAttches,200,No,
LogAPInvTaxes,Erp.BO.LogInvAprvVoidSvc/LogAPInvTaxes,200,No,
EntityGLCs,Erp.BO.LogInvAprvVoidSvc/EntityGLCs,200,No,
LegalNumberGenerates,Erp.BO.LogInvAprvVoidSvc/LegalNumberGenerates,Request failed with status code 500,,
List,Erp.BO.LogInvAprvVoidSvc/List,200,No,
LogInvGrps,Erp.BO.LogInvGrpSvc/LogInvGrps,200,No,
List,Erp.BO.LogInvGrpSvc/List,200,No,
LookupDatas,Erp.BO.LookupDataSvc/LookupDatas,200,Yes,"{""MapUID"":2,""DisplayName"":""TaxRateProdGroupSales"",""LookupName"":""TaxRateProdGroupSales"",""DetailedDescription"":"""",""Company"":""157803"",""GlobalLookupTable"":false,""GlobalLock"":false,""SysRevID"":93430306,""SysRowID"":""e6dd5248-f701-44ca-8dd8-71d27bc06d74"",""BitFlag"":0,""RowMod"":""""}"
LookupLinks,Erp.BO.LookupDataSvc/LookupLinks,200,No,
SourceValueFields,Erp.BO.LookupDataSvc/SourceValueFields,200,Yes,"{""SourceValueFieldUID"":2,""MapUID"":2,""SequenceNumber"":1,""FieldName"":""EffRateGLCCode"",""DetailedDescription"":""GL Control for Effective Tax Rate"",""DBTable"":"""",""DBField"":"""",""Validate"":false,""Company"":""157803"",""GlobalSourceValueField"":false,""GlobalLock"":false,""SysRevID"":93430308,""SysRowID"":""7f604974-ddb2-4e74-9cb6-a6487bca7bdd"",""DBSchemaName"":"""",""BitFlag"":0,""RowMod"":""""}"
TargetValueFields,Erp.BO.LookupDataSvc/TargetValueFields,200,Yes,"{""TargetValueFieldUID"":2,""MapUID"":2,""SequenceNumber"":1,""FieldName"":""Account"",""DetailedDescription"":""Account"",""ValueType"":"""",""COACode"":""Master"",""SegmentNbr"":0,""Validate"":false,""Company"":""157803"",""GlobalTargetValueField"":false,""GlobalLock"":false,""SysRevID"":93430312,""SysRowID"":""56d94b6b-e95d-42f9-97f1-5c7532e8787e"",""SegmentName"":""<use full account>"",""BitFlag"":0,""RowMod"":""""}"
List,Erp.BO.LookupDataSvc/List,200,Yes,"{""MapUID"":2,""DisplayName"":""TaxRateProdGroupSales"",""LookupName"":""TaxRateProdGroupSales"",""DetailedDescription"":"""",""Company"":""157803"",""GlobalLookupTable"":false,""GlobalLock"":false,""SysRevID"":93430306,""SysRowID"":""e6dd5248-f701-44ca-8dd8-71d27bc06d74"",""RowMod"":""""}"
LotSelectUpdates,Erp.BO.LotSelectUpdateSvc/LotSelectUpdates,200,Yes,"{""Company"":""157803"",""PartNum"":""6100131001"",""LotNum"":""RT0419B02A"",""PartLotDescription"":"""",""OnHand"":false,""FirstRefDate"":""2021-05-18T00:00:00-05:00"",""LastRefDate"":""2023-01-05T00:00:00-06:00"",""LotLaborCost"":0,""LotBurdenCost"":0,""LotMaterialCost"":0,""LotSubContCost"":0,""LotMtlBurCost"":0,""ExpirationDate"":null,""ShipDocAvail"":false,""Batch"":"""",""MfgBatch"":"""",""MfgLot"":"""",""HeatNum"":"""",""FirmWare"":"""",""BestBeforeDt"":null,""MfgDt"":null,""CureDt"":null,""ExpireDt"":null,""FIFOLotLaborCost"":0,""FIFOLotBurdenCost"":0,""FIFOLotMaterialCost"":0,""FIFOLotSubContCost"":0,""FIFOLotMtlBurCost"":0,""CSFLMWComOath"":"""",""CSFCJ5FormNbr"":"""",""CSFCJ5Vessel"":"""",""CSFCJ5ApvlStart"":null,""CSFCJ5ApvlEnd"":null,""ImportNum"":"""",""ImportedFrom"":0,""ImportedFromDesc"":"""",""SysRevID"":108692288,""SysRowID"":""bee41b1f-6b95-4250-8e50-5a8d7afa1468"",""MXImportLocation"":"""",""MXImportDate"":null,""TotalQtyAvg"":0,""ISOrigCountryNum"":0,""CSFLMWAvail"":false,""DeferManual"":false,""OnHandQty"":0,""Plant"":"""",""ScrLotBurdenCost"":0,""ScrLotLaborCost"":0,""ScrLotMaterialCost"":0,""ScrLotMtlBurCost"":0,""ScrLotSubContCost"":0,""TransactionSource"":"""",""CSFCJ5Avail"":false,""BitFlag"":0,""ISOrigCntyDescription"":"""",""PartNumPartDescription"":""Infini MFR 16 Tip"",""PartNumTrackDimension"":false,""PartNumSalesUM"":""BOX"",""PartNumTrackLots"":true,""PartNumIUM"":""EA"",""PartNumSellingFactor"":1,""PartNumPricePerCode"":""E"",""PartNumTrackSerialNum"":false,""RowMod"":""""}"
PartLotAttches,Erp.BO.LotSelectUpdateSvc/PartLotAttches,200,No,
List,Erp.BO.LotSelectUpdateSvc/List,200,Yes,"{""Company"":""157803"",""PartNum"":""6100131001"",""LotNum"":""RT0419B02A"",""PartLotDescription"":"""",""OnHand"":false,""FirstRefDate"":""2021-05-18T00:00:00-05:00"",""LastRefDate"":""2023-01-05T00:00:00-06:00"",""LotLaborCost"":0,""LotBurdenCost"":0,""LotMaterialCost"":0,""LotSubContCost"":0,""LotMtlBurCost"":0,""ExpirationDate"":null,""ShipDocAvail"":false,""Batch"":"""",""MfgBatch"":"""",""MfgLot"":"""",""HeatNum"":"""",""FirmWare"":"""",""BestBeforeDt"":null,""MfgDt"":null,""CureDt"":null,""ExpireDt"":null,""FIFOLotLaborCost"":0,""FIFOLotBurdenCost"":0,""FIFOLotMaterialCost"":0,""FIFOLotSubContCost"":0,""FIFOLotMtlBurCost"":0,""CSFLMWComOath"":"""",""CSFCJ5FormNbr"":"""",""CSFCJ5Vessel"":"""",""CSFCJ5ApvlStart"":null,""CSFCJ5ApvlEnd"":null,""ImportNum"":"""",""ImportedFrom"":0,""ImportedFromDesc"":"""",""SysRevID"":108692288,""SysRowID"":""bee41b1f-6b95-4250-8e50-5a8d7afa1468"",""TransactionSource"":"""",""ScrLotBurdenCost"":0,""ScrLotLaborCost"":0,""ScrLotMaterialCost"":0,""ScrLotMtlBurCost"":0,""ScrLotSubContCost"":0,""Plant"":"""",""OnHandQty"":0,""CSFCJ5Avail"":false,""CSFLMWAvail"":false,""PartNumPricePerCode"":"""",""PartNumTrackDimension"":false,""PartNumIUM"":"""",""PartNumSalesUM"":"""",""PartNumTrackLots"":false,""PartNumPartDescription"":"""",""PartNumSellingFactor"":0,""PartNumTrackSerialNum"":false,""RowMod"":""""}"
LotSeqs,Erp.BO.LotSeqSvc/LotSeqs,200,No,
LotSeqAttches,Erp.BO.LotSeqSvc/LotSeqAttches,200,No,
List,Erp.BO.LotSeqSvc/List,200,No,
MaintReqs,Erp.BO.MaintReqSvc/MaintReqs,200,No,
MaintReqAttches,Erp.BO.MaintReqSvc/MaintReqAttches,200,No,
List,Erp.BO.MaintReqSvc/List,200,No,
MaintResources,Erp.BO.MaintResourceSvc/MaintResources,200,Yes,"{""Company"":""157803"",""ResourceGrpID"":""SERVI"",""ResourceID"":""ADMI01"",""Description"":""Kerry Guzzetta"",""Inactive"":false,""Finite"":false,""AllowManualOverride"":true,""NextMaintDate"":null,""OutputWhse"":"""",""OutputBinNum"":"""",""BackflushWhse"":"""",""BackflushBinNum"":"""",""InputWhse"":"""",""InputBinNum"":"""",""ResourceType"":"""",""ConcurrentCapacity"":0,""TrackProdQty"":false,""LinkedPart"":"""",""AssetNum"":"""",""ProdBurRate"":0,""ProdLabRate"":0,""SetupBurRate"":0,""SetupLabRate"":0,""QProdBurRate"":0,""QProdLabRate"":0,""QSetupBurRate"":0,""QSetupLabRate"":0,""QBurdenType"":""F"",""GetDefaultBurdenFromGroup"":false,""VendorNum"":0,""BurdenType"":""F"",""CalendarID"":"""",""MoveHours"":0,""QueHours"":0,""GetDefaultMQFromGroup"":false,""InformOverload"":true,""MinOverloadPerc"":0,""OpCode"":"""",""OpStdID"":"""",""GetDefaultLaborFromGroup"":false,""FiniteHorizon"":0,""AutoMove"":false,""SplitOperations"":false,""DailyProdQty"":0,""BillLaborRate"":0,""DailyProdRate"":0,""GetDefaultWhseFromGroup"":false,""Location"":false,""InspPlanPartNum"":"""",""SpecID"":"""",""LastCalDate"":null,""InspPlanRevNum"":"""",""SpecRevNum"":"""",""EquipID"":"""",""URL"":"""",""JDFDevice"":"""",""ExternalMES"":false,""NumCavs"":0,""RunnerWt"":0,""SetupTime"":0,""TearDownTime"":0,""MiscInfo1"":"""",""MiscInfo2"":"""",""Brand"":"""",""LocID"":"""",""PmMapNo"":0,""SetupURL"":"""",""SysRevID"":103516276,""SysRowID"":""3164ef77-b4bf-40a3-a80b-dd0ae395d9e1"",""MobileResource"":false,""ExternalMESSyncRequired"":false,""ExternalMESLastSync"":null,""MESQueue"":false,""CharacteristicAttrClassID"":"""",""CharacteristicAttributeSetID"":0,""EquipCreate"":false,""Plant"":"""",""ReadOnlyFields"":"""",""BitFlag"":0,""LinkedPartTrackLots"":false,""LinkedPartPartDescription"":"""",""LinkedPartIUM"":"""",""LinkedPartTrackSerialNum"":false,""LinkedPartTrackDimension"":false,""LinkedPartSellingFactor"":0,""LinkedPartSalesUM"":"""",""LinkedPartPricePerCode"":"""",""OpCodeOpDesc"":"""",""OpStdDescription"":"""",""ProdCalDescription"":"""",""ResourceTypeDescription"":"""",""ResourceTypeExternalMESType"":"""",""WhseBackflushWhseDescDescription"":"""",""WhseInputWhseDescDescription"":"""",""WhseOutputWhseDescDescription"":"""",""RowMod"":""""}"
List,Erp.BO.MaintResourceSvc/List,200,Yes,"{""Company"":""157803"",""ResourceGrpID"":""SERVI"",""ResourceID"":""ADMI01"",""Description"":""Kerry Guzzetta"",""Inactive"":false,""NextMaintDate"":null,""ResourceType"":"""",""TrackProdQty"":false,""LinkedPart"":"""",""Location"":false,""SysRowID"":""3164ef77-b4bf-40a3-a80b-dd0ae395d9e1"",""CharacteristicAttrClassID"":"""",""CharacteristicAttributeSetID"":0,""ResourceGrpDescription"":"""",""RowMod"":""""}"
MangCustSearches,Erp.BO.MangCustSearchSvc/MangCustSearches,200,No,
List,Erp.BO.MangCustSearchSvc/List,200,No,
Manufacturers,Erp.BO.ManufacturerSvc/Manufacturers,200,No,
ManufacturerAttches,Erp.BO.ManufacturerSvc/ManufacturerAttches,200,No,
List,Erp.BO.ManufacturerSvc/List,200,No,
MasterPacks,Erp.BO.MasterPackSvc/MasterPacks,200,No,
MasterPackAttches,Erp.BO.MasterPackSvc/MasterPackAttches,200,No,
MasterPackDtls,Erp.BO.MasterPackSvc/MasterPackDtls,200,No,
MasterPackUPS,Erp.BO.MasterPackSvc/MasterPackUPS,200,No,
CartonDetails,Erp.BO.MasterPackSvc/CartonDetails,Request failed with status code 500,,
LegalNumGenOpts,Erp.BO.MasterPackSvc/LegalNumGenOpts,Request failed with status code 500,,
List,Erp.BO.MasterPackSvc/List,200,No,
MaterialQueues,Erp.BO.MaterialQueueSvc/MaterialQueues,200,No,
List,Erp.BO.MaterialQueueSvc/List,200,No,
MESMenuSearches,Erp.BO.MESMenuSearchSvc/MESMenuSearches,200,No,
